timestamp,open,high,low,close,volume
2020-08-07,129.5800,130.4600,129.1100,129.9700,5519487
2020-08-06,129.1300,130.2300,129.0299,129.3500,4832140
2020-08-05,130.4500,130.7500,128.8300,129.8100,8503573
2020-08-04,129.6500,131.7100,128.9400,131.6400,6073225
2020-08-03,129.9100,130.1150,128.2713,129.3000,4992088
2020-07-31,129.6500,130.0900,127.6200,129.4000,7211535
2020-07-30,129.4200,130.4200,128.7200,130.1200,4596121
2020-07-29,131.5600,131.8600,129.8500,130.6900,4741109
2020-07-28,131.5000,132.3800,130.9200,131.7600,4804721
2020-07-27,130.8600,131.9800,130.8600,131.2100,4681850
2020-07-24,130.9500,132.4000,130.5100,131.2400,4345783
2020-07-23,133.0000,133.1500,131.3100,131.6400,5598752
2020-07-22,132.5700,133.0300,131.1900,132.6600,5388177
2020-07-21,131.5600,133.9900,131.4500,132.3300,7237359
2020-07-20,131.9600,132.7400,131.1400,131.4700,6110154
2020-07-17,133.3700,133.3700,131.4700,131.7400,6058275
2020-07-16,132.0500,132.7300,131.2400,132.2000,5877195
2020-07-15,132.2700,134.1300,130.8000,132.0000,10572350
2020-07-14,129.2800,132.5000,129.0300,132.0100,8798218
2020-07-13,131.3300,133.6300,128.8900,129.5200,14104242
2020-07-10,128.7400,131.3700,127.2600,130.6800,14738615
2020-07-09,125.6100,128.1800,124.9500,127.7500,14231455
2020-07-08,128.0000,128.1300,124.4000,124.4400,17350231
2020-07-07,118.4500,127.5500,118.2200,126.9500,31078572
2020-07-06,119.8000,119.8700,118.2200,118.8900,7225524
2020-07-02,120.0900,120.8800,118.8600,119.2100,5892639
2020-07-01,119.4500,119.9200,118.6600,119.6900,6579844
2020-06-30,119.2200,120.1300,118.5400,119.7800,6834631
2020-06-29,118.5000,119.6800,118.2150,119.0600,5503784
2020-06-26,119.6000,120.8400,118.0200,118.3200,8993309
2020-06-25,119.7600,120.1600,118.3800,119.7100,6853555
2020-06-24,120.7400,121.1153,119.5800,120.3000,6848178
2020-06-23,122.7500,122.8500,120.9606,121.0700,6573083
2020-06-22,120.9700,122.0900,120.4000,121.6800,9104574
2020-06-19,118.8900,120.3000,117.7500,119.8500,13359428
2020-06-18,118.5400,119.0600,117.6600,117.9900,6684980
2020-06-17,119.8600,120.1300,118.4000,119.0300,6714841
2020-06-16,119.8000,120.2299,118.5400,119.6500,8388944
2020-06-15,118.4000,118.6800,117.0100,118.0800,10887503
2020-06-12,120.5100,120.7500,117.0600,117.7400,10780486
2020-06-11,120.9900,122.5800,119.4800,120.0900,11382043
2020-06-10,121.5600,122.5000,121.1301,121.1600,9351067
2020-06-09,121.6000,122.0000,120.5600,121.3500,6909977
2020-06-08,119.7500,121.2400,119.4600,121.2400,9442642
2020-06-05,122.5700,122.6800,119.9100,121.5600,13106357
2020-06-04,122.8000,123.8870,121.8200,122.1100,7998768
2020-06-03,123.9000,123.9900,122.6600,123.4700,6747267
2020-06-02,123.5900,124.1525,122.8100,123.9400,6392688
2020-06-01,123.4400,124.4100,122.3600,123.9600,6847773
2020-05-29,124.2400,124.7050,121.9300,124.0600,9770135
2020-05-28,123.7200,124.9500,123.1600,123.6900,8141315
2020-05-27,123.9700,124.4900,121.0300,122.4800,10351764
2020-05-26,124.3400,125.5100,123.6300,123.8600,7903797
2020-05-22,125.1000,125.3500,123.7700,124.3300,7450636
2020-05-21,124.8900,126.1400,124.2500,124.9900,7506494
2020-05-20,126.4900,126.5900,124.6300,125.4500,10743039
2020-05-19,131.7500,131.9900,124.8100,124.9500,24887982
2020-05-18,127.5000,128.5550,126.1000,127.6600,12874143
2020-05-15,123.4700,125.9400,123.0900,125.9400,10572857
2020-05-14,124.8500,125.1300,121.3001,123.4200,7406341
2020-05-13,123.5000,126.2400,123.0900,123.7100,9719727
2020-05-12,124.4800,125.6600,123.7800,123.7800,6359134
2020-05-11,123.0400,124.3100,123.0100,123.6700,8444748
2020-05-08,122.7500,123.0100,121.6200,122.9400,6943512
2020-05-07,123.4600,123.9800,121.5000,121.8900,9114899
2020-05-06,125.2100,125.4900,122.8450,123.3000,5763576
2020-05-05,123.8000,125.2600,123.2600,124.7300,6444262
2020-05-04,123.8400,124.4000,121.7100,123.7000,5932765
2020-05-01,121.4800,123.6900,120.7800,122.9200,10376950
2020-04-30,123.0800,123.4362,121.0400,121.5500,13488703
2020-04-29,125.5700,125.7600,122.5500,123.6000,14852412
2020-04-28,128.2800,130.2400,127.7000,128.0000,6908658
2020-04-27,130.0000,130.3076,128.1700,128.3000,5969286
2020-04-24,129.3500,129.8900,128.5600,129.4400,5781068
2020-04-23,129.8500,131.0895,127.7300,128.5300,9607114
2020-04-22,130.0000,132.3800,128.9000,131.5900,6482584
2020-04-21,130.0700,131.0300,128.1600,129.2100,9297850
2020-04-20,132.3900,133.3800,129.7600,129.8500,8126456
2020-04-17,131.4800,132.9700,129.7250,132.1200,10304035
2020-04-16,129.0000,132.9200,128.2500,132.3300,10592346
2020-04-15,129.0000,129.8800,127.1200,128.7600,7473419
2020-04-14,127.1000,129.7900,126.0352,129.0000,11354477
2020-04-13,121.2700,125.6700,121.1700,125.3000,8054436
2020-04-09,118.2200,122.8700,117.6600,121.8000,10942776
2020-04-08,123.6900,123.8100,120.5900,121.8400,9285834
2020-04-07,123.9800,126.4900,121.6400,121.9900,13785434
2020-04-06,119.0600,126.3900,118.9400,126.0700,15915420
2020-04-03,117.2100,119.9100,117.0300,119.4800,9538119
2020-04-02,113.1800,119.1100,112.3350,118.6500,9833460
2020-04-01,112.1500,115.5300,111.8000,114.1400,9409399
2020-03-31,114.3100,116.1900,112.6400,113.6200,8750490
2020-03-30,111.8600,115.8000,110.9372,115.1900,9734383
2020-03-27,110.1100,112.2800,108.6007,109.5800,12046174
2020-03-26,109.4000,110.8700,106.8466,109.8200,19415259
2020-03-25,112.9700,114.0000,108.0500,109.4000,17729810
2020-03-24,115.8700,117.3700,111.3100,115.0300,14219120
2020-03-23,114.1700,117.5400,112.2100,114.2800,13111039
2020-03-20,119.5000,122.7900,111.8900,113.9700,18468231
2020-03-19,124.4600,127.0000,117.6300,119.4500,19026770
2020-03-18,115.0000,128.0800,114.5000,122.5800,25775231
